IdSensore;Tipologia;IdTipologia;UnitaMisura;DataMinimaRT;DataMinimaPubblicazione;DataMassimaRT;UTM Nord;UTM Est;Quota;idStazione;Nome;Provincia;Comune
9011;Temperatura;3;°C;09/01/2004;;06/05/2024;5134157;524616;2064;1230;San Giacomo Filippo Lago Truzzo;SO;San Giacomo Filippo
9012;Temperatura;3;°C;01/01/2004;;06/05/2024;5121068;548737;943;1238;Val Masino S.Martino;SO;Val Masino
9013;Temperatura;3;°C;01/01/2004;;06/05/2024;5127374;617932;1640;1220;Ponte di Legno Case Pirli;BS;Ponte di Legno
9014;Temperatura;3;°C;11/10/2004;;06/05/2024;5122690;600885;1728;1237;Monno ;BS;Monno
9015;Temperatura;3;°C;01/01/2004;;06/05/2024;5095336;573386;738;1229;Gandellino Grabiasca;BG;Gandellino
9016;Temperatura;3;°C;01/01/2004;;06/05/2024;5094947;529451;456;1224;Cortenova ;LC;Cortenova
9017;Temperatura;3;°C;01/01/2004;;06/05/2024;5069985;523872;278;1205;Molteno Cimitero;LC;Molteno
9018;Temperatura;3;°C;01/01/2004;;19/06/2014;5100122;531422;725;1225;Premana Diga di Pagnona;LC;Premana
9019;Temperatura;3;°C;01/01/2004;;06/05/2024;4975743;521751;455;1201;Canevino ;PV;Canevino
9020;Temperatura;3;°C;09/04/2004;;06/05/2024;5104225;508568;1100;1222;Cavargna ;CO;Cavargna
9021;Temperatura;3;°C;01/01/2004;;06/05/2024;5058312;530261;234;1234;Osnago ;LC;Osnago
9022;Temperatura;3;°C;08/01/2004;;13/12/2012;5098356;510910;304;1236;Porlezza Ponte Cuccio;CO;Porlezza
9023;Temperatura;3;°C;01/01/2004;;18/04/2012;5090577;489263;279;1232;Lavena Ponte Tresa depuratore;VA;Lavena Ponte Tresa
9024;Temperatura;3;°C;18/02/2004;;06/05/2024;5073453;567252;502;1221;Casnigo Campo Sportivo;BG;Casnigo
9025;Temperatura;3;°C;11/03/2004;;06/05/2024;5013581;630514;30;1228;Goito ;MN;Goito
9026;Temperatura;3;°C;01/01/2004;;06/05/2024;5061268;499092;296;1233;Lurago Marinone ;CO;Lurago Marinone
9027;Temperatura;3;°C;01/01/2004;;06/05/2024;5059567;485026;274;1206;Cavaria con Premezzo v. Cantalupa;VA;Cavaria con Premezzo
9029;Temperatura;3;°C;18/02/2004;;19/03/2013;5077078;551734;350;1239;San Pellegrino Terme P.za Alighieri;BG;San Pellegrino Terme
9030;Temperatura;3;°C;01/01/2004;;06/05/2024;5088917;566917;1002;1218;Ardesio Valcanale;BG;Ardesio
9031;Temperatura;3;°C;15/01/2005;;06/05/2024;5011836;575599;56;1219;Casalbuttano ed Uniti ;CR;Casalbuttano ed Uniti
9033;Temperatura;3;°C;01/01/2004;;19/06/2014;5071532;498419;382;1208;Olgiate Comasco casa Cantalupo;CO;Olgiate Comasco
9034;Temperatura;3;°C;02/01/2004;;06/05/2024;5076380;539709;674;1209;Rota d'Imagna ;BG;Rota d'Imagna
9035;Altezza Neve;4;cm;01/01/2004;;02/05/2017;5086648;582441;1180;1212;Castione della Presolana ;BG;Castione della Presolana
9036;Altezza Neve;4;cm;01/01/2004;;01/08/2012;5095844;551256;988;1213;Mezzoldo Ronchi;BG;Mezzoldo
9037;Altezza Neve;4;cm;28/10/2012;;06/05/2024;5082261;561209;1138;1077;Oltre il Colle Zambla;BG;Oltre il Colle
9038;Altezza Neve;4;cm;01/01/2004;;23/09/2012;5095451;588221;1096;1217;Schilpario ;BG;Schilpario
9039;Altezza Neve;4;cm;01/01/2004;;10/11/2012;5082304;543960;763;1215;Taleggio ;BG;Taleggio
9040;Altezza Neve;4;cm;01/01/2004;;06/05/2024;5101745;580327;1784;1216;Valbondione ;BG;Valbondione
9041;Altezza Neve;4;cm;09/01/2004;;06/05/2024;5134157;524616;2064;1230;San Giacomo Filippo Lago Truzzo;SO;San Giacomo Filippo
9042;Altezza Neve;4;cm;01/01/2004;;06/05/2024;5127374;617932;1640;1220;Ponte di Legno Case Pirli;BS;Ponte di Legno
9043;Altezza Neve;4;cm;15/10/2004;;06/05/2024;5122690;600885;1728;1237;Monno ;BS;Monno
9044;Altezza Neve;4;cm;09/04/2004;;06/05/2024;5104225;508568;1100;1222;Cavargna ;CO;Cavargna
9076;Direzione Vento;10;°;01/01/2004;;06/05/2024;5066146;486058;379;1211;Castronno ;VA;Castronno
9077;Direzione Vento;10;°;15/01/2005;;06/05/2024;5114304;525058;980;1202;Vercana ;CO;Vercana
9079;Livello Idrometrico;1;cm;01/01/2004;;06/05/2024;5082983;551079;450;1203;Camerata Cornello via Orbrembo 37;BG;Camerata Cornello
9081;Livello Idrometrico;1;cm;01/01/2004;;14/07/2010;5060468;592333;340;1226;Gardone Val Trompia v. della Vittoria;BS;Gardone Val Trompia
9082;Livello Idrometrico;1;cm;04/10/2011;;06/05/2024;5070400;563860;361;1235;Cene Ponte;BG;Cene
9083;Livello Idrometrico;1;cm;01/01/2004;;06/05/2024;5095336;573386;738;1229;Gandellino Grabiasca;BG;Gandellino
9084;Livello Idrometrico;1;cm;01/01/2004;;06/05/2024;5069985;523872;278;1205;Molteno Cimitero;LC;Molteno
9086;Livello Idrometrico;1;cm;08/01/2004;;14/12/2010;5098356;510910;304;1236;Porlezza Ponte Cuccio;CO;Porlezza
9087;Livello Idrometrico;1;cm;01/01/2004;;06/05/2024;5059567;485026;274;1206;Cavaria con Premezzo v. Cantalupa;VA;Cavaria con Premezzo
9090;Precipitazione;2;mm;01/01/2004;;06/05/2024;5070741;572525;486;1210;Ranzanico ;BG;Ranzanico
9091;Precipitazione;2;mm;01/01/2004;;06/05/2024;5066146;486058;379;1211;Castronno ;VA;Castronno
9092;Precipitazione;2;mm;01/01/2004;;06/05/2024;5086648;582441;1180;1212;Castione della Presolana ;BG;Castione della Presolana
9093;Precipitazione;2;mm;01/01/2004;;02/08/2012;5095844;551256;988;1213;Mezzoldo Ronchi;BG;Mezzoldo
9094;Precipitazione;2;mm;01/01/2004;;17/01/2012;5082095;559545;1084;1214;Oltre il Colle Acquedotto;BG;Oltre il Colle
9095;Precipitazione;2;mm;01/01/2004;;23/09/2012;5095451;588221;1096;1217;Schilpario ;BG;Schilpario
9096;Precipitazione;2;mm;01/01/2004;;10/11/2012;5082304;543960;763;1215;Taleggio ;BG;Taleggio
9097;Precipitazione;2;mm;01/12/2000;;06/05/2024;5101745;580327;1784;1216;Valbondione ;BG;Valbondione
9098;Precipitazione;2;mm;01/01/2004;;06/06/2013;5060559;592390;338;1227;Sarezzo Gardone;BS;Sarezzo
9099;Precipitazione;2;mm;01/01/2012;;06/05/2024;5070400;563860;361;1235;Cene Ponte;BG;Cene
9100;Precipitazione;2;mm;09/01/2004;;06/05/2024;5134157;524616;2064;1230;San Giacomo Filippo Lago Truzzo;SO;San Giacomo Filippo
9101;Precipitazione;2;mm;21/02/2000;;06/05/2024;5121068;548737;943;1238;Val Masino S.Martino;SO;Val Masino
9102;Precipitazione;2;mm;01/01/2004;;06/05/2024;5127374;617932;1640;1220;Ponte di Legno Case Pirli;BS;Ponte di Legno
9103;Precipitazione;2;mm;11/10/2004;;06/05/2024;5122690;600885;1728;1237;Monno ;BS;Monno
9104;Precipitazione;2;mm;01/01/2004;;06/05/2024;5095336;573386;738;1229;Gandellino Grabiasca;BG;Gandellino
9105;Precipitazione;2;mm;01/01/2004;;06/05/2024;5094947;529451;456;1224;Cortenova ;LC;Cortenova
9106;Precipitazione;2;mm;01/01/2004;;06/05/2024;5069985;523872;278;1205;Molteno Cimitero;LC;Molteno
9107;Precipitazione;2;mm;01/01/2004;;24/02/2012;5100122;531422;725;1225;Premana Diga di Pagnona;LC;Premana
9108;Precipitazione;2;mm;01/01/2004;;06/05/2024;4975743;521751;455;1201;Canevino ;PV;Canevino
9109;Precipitazione;2;mm;09/04/2004;;06/05/2024;5104225;508568;1100;1222;Cavargna ;CO;Cavargna
9110;Precipitazione;2;mm;01/01/2004;;06/05/2024;5058312;530261;234;1234;Osnago ;LC;Osnago
9111;Precipitazione;2;mm;08/01/2004;;13/12/2012;5098356;510910;304;1236;Porlezza Ponte Cuccio;CO;Porlezza
9112;Precipitazione;2;mm;01/01/2004;;18/04/2012;5090577;489263;279;1232;Lavena Ponte Tresa depuratore;VA;Lavena Ponte Tresa
9113;Precipitazione;2;mm;18/02/2004;;06/05/2024;5073453;567252;502;1221;Casnigo Campo Sportivo;BG;Casnigo
9114;Precipitazione;2;mm;11/03/2004;;06/05/2024;5013581;630514;30;1228;Goito ;MN;Goito
9115;Precipitazione;2;mm;01/01/2004;;06/05/2024;5061268;499092;296;1233;Lurago Marinone ;CO;Lurago Marinone
9116;Precipitazione;2;mm;01/01/2004;;06/05/2024;5059567;485026;274;1206;Cavaria con Premezzo v. Cantalupa;VA;Cavaria con Premezzo
9117;Precipitazione;2;mm;01/01/2004;;06/05/2024;5114304;525058;980;1202;Vercana ;CO;Vercana
9118;Precipitazione;2;mm;18/02/2004;;19/03/2013;5077078;551734;350;1239;San Pellegrino Terme P.za Alighieri;BG;San Pellegrino Terme
9119;Precipitazione;2;mm;01/01/2004;;06/05/2024;5088917;566917;1002;1218;Ardesio Valcanale;BG;Ardesio
9120;Precipitazione;2;mm;15/01/2005;;06/05/2024;5011836;575599;56;1219;Casalbuttano ed Uniti ;CR;Casalbuttano ed Uniti
9122;Precipitazione;2;mm;01/01/2004;;21/03/2014;5071532;498419;382;1208;Olgiate Comasco casa Cantalupo;CO;Olgiate Comasco
9123;Precipitazione;2;mm;02/01/2004;;06/05/2024;5076380;539709;674;1209;Rota d'Imagna ;BG;Rota d'Imagna
9130;Umidità Relativa;11;%;19/02/2009;;23/09/2012;5095451;588221;1096;1217;Schilpario ;BG;Schilpario
9308;Precipitazione;2;mm;01/01/1999;;15/12/2023;5073499;505203;201;646;Como Villa Gallia;CO;Como
9310;Temperatura;3;°C;01/01/1999;;15/12/2023;5073499;505203;201;646;Como Villa Gallia;CO;Como
9311;Umidità Relativa;11;%;01/01/1999;;15/12/2023;5073499;505203;201;646;Como Villa Gallia;CO;Como
9312;Direzione Vento;10;°;01/01/1999;;15/12/2023;5073499;505203;201;646;Como Villa Gallia;CO;Como
9320;Direzione Vento;10;°;20/01/2004;;21/02/2007;4981793;612537;23;625;Casalmaggiore v.Volta;CR;Casalmaggiore
9321;Velocità Vento;9;m/s;20/01/2004;;21/02/2007;4981793;612537;23;625;Casalmaggiore v.Volta;CR;Casalmaggiore
9322;Precipitazione;2;mm;20/01/2004;;21/02/2007;4981793;612537;23;625;Casalmaggiore v.Volta;CR;Casalmaggiore
9325;Precipitazione;2;mm;20/01/2004;;04/04/2006;4998730;581171;61;628;Cremona p.zza Libertà;CR;Cremona
9328;Direzione Vento;10;°;20/01/2004;;06/05/2024;5023885;555127;79;629;Crema v.XI febbraio;CR;Crema
9329;Precipitazione;2;mm;20/01/2004;;06/05/2024;5023885;555127;79;629;Crema v.XI febbraio;CR;Crema
9331;Velocità Vento;9;m/s;20/01/2004;;06/05/2024;5023885;555127;79;629;Crema v.XI febbraio;CR;Crema
9334;Velocità Vento;9;m/s;16/05/2004;;03/08/2015;5020197;533381;80;635;Tavazzano con Villavesco Enel;LO;Tavazzano con Villavesco
9341;Precipitazione;2;mm;22/11/2004;;06/05/2024;5035847;511082;122;503;Milano P.zza Zavattari;MI;Milano
9380;Umidità Relativa;11;%;16/12/2008;;18/04/2012;5090577;489263;279;1232;Lavena Ponte Tresa depuratore;VA;Lavena Ponte Tresa
9381;Umidità Relativa;11;%;17/12/2008;;06/05/2024;5121068;548737;943;1238;Val Masino S.Martino;SO;Val Masino
9382;Umidità Relativa;11;%;16/12/2008;;13/12/2012;5098356;510910;304;1236;Porlezza Ponte Cuccio;CO;Porlezza
9383;Umidità Relativa;11;%;21/01/2009;;06/06/2013;5060559;592390;338;1227;Sarezzo Gardone;BS;Sarezzo
9384;Umidità Relativa;11;%;21/01/2009;;06/05/2024;5070741;572525;486;1210;Ranzanico ;BG;Ranzanico
9386;Umidità Relativa;11;%;18/12/2008;;06/05/2024;5073453;567252;502;1221;Casnigo Campo Sportivo;BG;Casnigo
9387;Umidità Relativa;11;%;29/01/2009;;06/05/2024;5086648;582441;1180;1212;Castione della Presolana ;BG;Castione della Presolana
9388;Umidità Relativa;11;%;19/02/2009;;06/05/2024;5114304;525058;980;1202;Vercana ;CO;Vercana
9390;Umidità Relativa;11;%;01/12/2000;;06/05/2024;5101745;580327;1784;1216;Valbondione ;BG;Valbondione
9391;Umidità Relativa;11;%;18/12/2008;;06/05/2024;5088917;566917;1002;1218;Ardesio Valcanale;BG;Ardesio
9392;Umidità Relativa;11;%;04/02/2009;;16/01/2012;5082095;559545;1084;1214;Oltre il Colle Acquedotto;BG;Oltre il Colle
9393;Umidità Relativa;11;%;22/01/2009;;19/03/2013;5077078;551734;350;1239;San Pellegrino Terme P.za Alighieri;BG;San Pellegrino Terme
9394;Umidità Relativa;11;%;22/01/2009;;01/08/2012;5095844;551256;988;1213;Mezzoldo Ronchi;BG;Mezzoldo
9395;Umidità Relativa;11;%;23/01/2009;;06/05/2024;5076380;539709;674;1209;Rota d'Imagna ;BG;Rota d'Imagna
9396;Umidità Relativa;11;%;17/12/2008;;06/05/2024;4975743;521751;455;1201;Canevino ;PV;Canevino
9397;Umidità Relativa;11;%;17/02/2009;;06/05/2024;5122690;600885;1728;1237;Monno ;BS;Monno
9398;Umidità Relativa;11;%;05/02/2009;;06/05/2024;5127374;617932;1640;1220;Ponte di Legno Case Pirli;BS;Ponte di Legno
9399;Umidità Relativa;11;%;17/12/2008;;06/05/2024;5104225;508568;1100;1222;Cavargna ;CO;Cavargna
9741;Direzione Vento;10;°;19/05/2004;;06/05/2024;5041392;573236;140;900;Chiari ;BS;Chiari
9756;Direzione Vento;10;°;01/01/1992;;06/05/2024;5145272;600293;2300;835;Valdisotto Oga S. Colombano;SO;Valdisotto
9757;Direzione Vento;10;°;01/01/1992;;06/05/2024;5097116;544202;1875;833;Gerola Alta Pescegallo;SO;Gerola Alta
9758;Direzione Vento;10;°;01/01/1992;;06/05/2024;5109097;588704;1950;836;Aprica ;SO;Aprica
9759;Direzione Vento;10;°;01/05/1993;;06/05/2024;5114768;613679;2108;846;Edolo Pantano d`Avio;BS;Edolo
9760;Direzione Vento;10;°;01/07/1993;;06/05/2024;5098634;561423;1954;847;Carona Carisole;BG;Carona
9761;Direzione Vento;10;°;11/09/1993;;06/05/2024;5147768;591251;2660;848;Livigno La Vallaccia;SO;Livigno
9763;Direzione Vento;10;°;01/01/1992;;06/05/2024;5126972;568128;2151;832;Lanzada Palù;SO;Lanzada
9765;Direzione Vento;10;°;23/06/1999;;06/05/2024;5084222;471939;950;999;Laveno-Mombello Poggio S.Elsa;VA;Laveno-Mombello
9766;Direzione Vento;10;°;24/06/1999;;06/05/2024;5084109;470425;207;998;Laveno-Mombello p.zza Matteotti;VA;Laveno-Mombello
9785;Radiazione Globale;12;W/m²;01/05/1993;;06/05/2024;5114768;613679;2108;846;Edolo Pantano d`Avio;BS;Edolo
9786;Radiazione Globale;12;W/m²;01/07/1993;;06/05/2024;5098634;561423;1954;847;Carona Carisole;BG;Carona
9812;Temperatura;3;°C;30/12/2004;;06/05/2024;5002356;641122;22;670;Mantova S.Agnese;MN;Mantova
9813;Umidità Relativa;11;%;30/12/2004;;06/05/2024;5002356;641122;22;670;Mantova S.Agnese;MN;Mantova
9815;Direzione Vento;10;°;30/12/2004;;01/02/2024;5001664;646147;22;671;Mantova Tridolino;MN;Mantova
9816;Precipitazione;2;mm;30/12/2004;;01/02/2024;5001664;646147;22;671;Mantova Tridolino;MN;Mantova
9818;Radiazione Globale;12;W/m²;30/12/2004;;01/02/2024;5001664;646147;22;671;Mantova Tridolino;MN;Mantova
9819;Temperatura;3;°C;30/12/2004;;01/02/2024;5001664;646147;22;671;Mantova Tridolino;MN;Mantova
9820;Umidità Relativa;11;%;30/12/2004;;01/02/2024;5001664;646147;22;671;Mantova Tridolino;MN;Mantova
9821;Velocità Vento;9;m/s;30/12/2004;;01/02/2024;5001664;646147;22;671;Mantova Tridolino;MN;Mantova
9827;Radiazione Globale;12;W/m²;01/10/1992;;06/05/2024;5145272;600293;2300;835;Valdisotto Oga S. Colombano;SO;Valdisotto
9828;Radiazione Globale;12;W/m²;11/09/1993;;06/05/2024;5147768;591251;2660;848;Livigno La Vallaccia;SO;Livigno
9862;Direzione Vento;10;°;28/07/2005;;06/05/2024;4987407;493238;74;672;Cornale v.Libertà;PV;Cornale
9863;Precipitazione;2;mm;28/07/2005;;06/05/2024;4987407;493238;74;672;Cornale v.Libertà;PV;Cornale
9865;Radiazione Globale;12;W/m²;29/07/2005;;06/05/2024;4987407;493238;74;672;Cornale v.Libertà;PV;Cornale
9868;Temperatura;3;°C;28/07/2005;;06/05/2024;4987407;493238;74;672;Cornale v.Libertà;PV;Cornale
9869;Umidità Relativa;11;%;28/07/2005;;06/05/2024;4987407;493238;74;672;Cornale v.Libertà;PV;Cornale
9931;Direzione Vento;10;°;12/09/2008;;06/05/2024;4999315;582066;43;677;Cremona Via Fatebenefratelli;CR;Cremona
9933;Precipitazione;2;mm;10/04/2006;;06/05/2024;4999315;582066;43;677;Cremona Via Fatebenefratelli;CR;Cremona
9935;Radiazione Globale;12;W/m²;10/04/2006;;06/05/2024;4999315;582066;43;677;Cremona Via Fatebenefratelli;CR;Cremona
9938;Temperatura;3;°C;10/04/2006;;06/05/2024;4999315;582066;43;677;Cremona Via Fatebenefratelli;CR;Cremona
9939;Umidità Relativa;11;%;10/04/2006;;06/05/2024;4999315;582066;43;677;Cremona Via Fatebenefratelli;CR;Cremona
9940;Velocità Vento;9;m/s;12/09/2008;;06/05/2024;4999315;582066;43;677;Cremona Via Fatebenefratelli;CR;Cremona
10373;Precipitazione;2;mm;13/08/2007;;06/05/2024;5051773;481053;215;687;Ferno v.Di Dio;VA;Ferno
10376;Precipitazione;2;mm;22/07/2008;;06/05/2024;5078987;531045;272;706;Lecco v.Sora;LC;Lecco
10377;Temperatura;3;°C;22/07/2008;;06/05/2024;5078987;531045;272;706;Lecco v.Sora;LC;Lecco
10378;Direzione Vento;10;°;22/07/2008;;06/05/2024;5078987;531045;272;706;Lecco v.Sora;LC;Lecco
10381;Umidità Relativa;11;%;22/07/2008;;06/05/2024;5078987;531045;272;706;Lecco v.Sora;LC;Lecco
10382;Radiazione Globale;12;W/m²;31/07/2008;;06/05/2024;5078987;531045;272;706;Lecco v.Sora;LC;Lecco
10401;Direzione Vento;10;°;30/10/2008;;18/10/2019;5066429;520613;310;575;Nibionno v.della Chiesa;LC;Nibionno
10434;Direzione Vento;10;°;17/11/2008;;22/01/2019;5113073;567873;290;1264;Sondrio v.Paribelli;SO;Sondrio
10443;Precipitazione;2;mm;17/11/2008;;22/01/2019;5113073;567873;290;1264;Sondrio v.Paribelli;SO;Sondrio
10459;Direzione Vento;10;°;03/03/2009;;06/05/2024;5009105;552297;65;1266;Bertonico v.Moro;LO;Bertonico
10465;Precipitazione;2;mm;03/03/2009;;06/05/2024;5009105;552297;65;1266;Bertonico v.Moro;LO;Bertonico
10467;Radiazione Globale;12;W/m²;03/03/2009;;06/05/2024;5009105;552297;65;1266;Bertonico v.Moro;LO;Bertonico
10469;Temperatura;3;°C;03/03/2009;;06/05/2024;5009105;552297;65;1266;Bertonico v.Moro;LO;Bertonico
10470;Umidità Relativa;11;%;03/03/2009;;06/05/2024;5009105;552297;65;1266;Bertonico v.Moro;LO;Bertonico
10551;Temperatura;3;°C;06/07/2010;;06/05/2024;5052646;502058;212;554;Saronno v.Santuario;VA;Saronno
10552;Umidità Relativa;11;%;06/07/2010;;06/05/2024;5052646;502058;212;554;Saronno v.Santuario;VA;Saronno
10553;Direzione Vento;10;°;06/07/2010;;06/05/2024;5052646;502058;212;554;Saronno v.Santuario;VA;Saronno
10554;Precipitazione;2;mm;06/07/2010;;06/05/2024;5052646;502058;212;554;Saronno v.Santuario;VA;Saronno
10556;Radiazione Globale;12;W/m²;06/07/2010;;06/05/2024;5052646;502058;212;554;Saronno v.Santuario;VA;Saronno
10557;Velocità Vento;9;m/s;06/07/2010;;06/05/2024;5052646;502058;212;554;Saronno v.Santuario;VA;Saronno
10570;Temperatura;3;°C;15/07/2011;;12/02/2021;5121270;545980;1191;1273;Val Masino Bagni;SO;Val Masino
10571;Umidità Relativa;11;%;15/07/2011;;12/02/2021;5121270;545980;1191;1273;Val Masino Bagni;SO;Val Masino
10572;Velocità Vento;9;m/s;19/10/2011;;12/02/2021;5121270;545980;1191;1273;Val Masino Bagni;SO;Val Masino
10573;Direzione Vento;10;°;04/09/2011;;12/02/2021;5121270;545980;1191;1273;Val Masino Bagni;SO;Val Masino
10574;Precipitazione;2;mm;11/07/2011;;12/02/2021;5121270;545980;1191;1273;Val Masino Bagni;SO;Val Masino
10575;Radiazione Globale;12;W/m²;15/07/2011;;12/02/2021;5121270;545980;1191;1273;Val Masino Bagni;SO;Val Masino
10585;Precipitazione;2;mm;01/07/2010;;06/05/2024;5095846;522171;212;1274;Perledo P.zza della stazione;LC;Perledo
10658;Temperatura;3;°C;18/05/2020;;06/05/2024;5084612;485317;665;1898;Valganna Mondonico;VA;Valganna
10661;Umidità Relativa;11;%;18/05/2020;;06/05/2024;5084612;485317;665;1898;Valganna Mondonico;VA;Valganna
10662;Direzione Vento;10;°;18/05/2020;;06/05/2024;5084612;485317;665;1898;Valganna Mondonico;VA;Valganna
10664;Velocità Vento;9;m/s;18/05/2020;;06/05/2024;5084612;485317;665;1898;Valganna Mondonico;VA;Valganna
10666;Precipitazione;2;mm;18/05/2020;;06/05/2024;5084612;485317;665;1898;Valganna Mondonico;VA;Valganna
10773;Umidità Relativa;11;%;13/02/2021;;06/05/2024;5122179;567130;1719;35;Caspoggio Piazzo Cavalli;SO;Caspoggio
10777;Radiazione Globale;12;W/m²;09/08/2022;;06/05/2024;5141977;619522;2180;16;VALFURVA Ghiacciaio dei Forni;SO;Valfurva
10778;Umidità Relativa;11;%;15/12/2021;;06/05/2024;5141977;619522;2180;16;VALFURVA Ghiacciaio dei Forni;SO;Valfurva
10787;Velocità Vento;9;m/s;12/04/2022;;06/05/2024;5009105;552297;65;1266;Bertonico v.Moro;LO;Bertonico
10788;Velocità Vento;9;m/s;05/07/2022;;06/05/2024;4987406;493238;74;672;Cornale v.Libertà;PV;Cornale
11007;Temperatura;3;°C;10/11/2010;;06/05/2024;5091256;541747;982;822;Valtorta ;BG;Valtorta
11008;Umidità Relativa;11;%;10/11/2010;;06/05/2024;5091256;541747;982;822;Valtorta ;BG;Valtorta
11011;Umidità Relativa;11;%;22/11/2010;;06/05/2024;5099046;558502;1682;912;Foppolo ;BG;Foppolo
11020;Umidità Relativa;11;%;16/12/2010;;06/05/2024;5069985;523872;278;1205;Molteno Cimitero;LC;Molteno
11021;Umidità Relativa;11;%;22/12/2010;;06/05/2024;5094947;529451;456;1224;Cortenova ;LC;Cortenova
11025;Precipitazione;2;mm;06/08/2020;;06/05/2024;5049767;612402;205;826;Gavardo SP 116;BS;Gavardo
11044;Temperatura;3;°C;01/07/2010;;22/01/2019;5113073;567873;290;1264;Sondrio v.Paribelli;SO;Sondrio
11045;Umidità Relativa;11;%;15/10/2010;;22/01/2019;5113073;567873;290;1264;Sondrio v.Paribelli;SO;Sondrio
11099;Livello Idrometrico;1;cm;04/08/2011;;06/05/2024;5098085;508966;272;1200;Porlezza via Porto Letizia;CO;Porlezza
11100;Umidità Relativa;11;%;04/07/2011;;19/07/2012;5100122;531422;725;1225;Premana Diga di Pagnona;LC;Premana
11113;Radiazione Globale;12;W/m²;10/08/2011;;15/03/2012;5073980;606852;960;896;Collio S.Colombano;BS;Collio
11114;Umidità Relativa;11;%;10/08/2011;;15/03/2012;5073980;606852;960;896;Collio S.Colombano;BS;Collio
11116;Umidità Relativa;11;%;11/08/2011;;14/11/2012;5081485;612286;1226;875;Bagolino Valle Dorizzo;BS;Bagolino
11131;Velocità Vento;9;m/s;28/08/2002;;06/05/2024;5013018;544138;67;123;Cavenago d'Adda ;LO;Cavenago d'Adda
11132;Direzione Vento;10;°;04/09/2011;;06/05/2024;5013018;544138;67;123;Cavenago d'Adda ;LO;Cavenago d'Adda
11140;Radiazione Globale;12;W/m²;29/08/2011;;21/07/2015;5081860;573452;591;824;Clusone Campo Sportivo;BG;Clusone
11144;Temperatura;3;°C;08/09/2011;;06/05/2024;5149692;592663;2320;143;Livigno Passo Foscagno;SO;Livigno
11158;Umidità Relativa;11;%;30/09/2011;;06/05/2024;5134157;524616;2064;1230;San Giacomo Filippo Lago Truzzo;SO;San Giacomo Filippo
11165;Livello Idrometrico;1;cm;07/10/2011;;06/05/2024;5008416;610514;39;1074;Asola v. Carducci;MN;Asola
11167;Velocità Vento;9;m/s;02/10/2011;;06/05/2024;5134157;524616;2064;1230;San Giacomo Filippo Lago Truzzo;SO;San Giacomo Filippo
11168;Direzione Vento;10;°;02/10/2011;;06/05/2024;5134157;524616;2064;1230;San Giacomo Filippo Lago Truzzo;SO;San Giacomo Filippo
11190;Umidità Relativa;11;%;06/11/2011;;06/05/2024;5114768;613679;2108;846;Edolo Pantano d`Avio;BS;Edolo
11216;Temperatura;3;°C;11/11/2011;;06/05/2024;5114304;525058;980;1202;Vercana ;CO;Vercana
11217;Velocità Vento;9;m/s;02/04/2012;;06/05/2024;5104225;508568;1100;1222;Cavargna ;CO;Cavargna
11218;Direzione Vento;10;°;03/05/2012;;06/05/2024;5104225;508568;1100;1222;Cavargna ;CO;Cavargna
11228;Radiazione Globale;12;W/m²;20/12/2011;;06/05/2024;5113706;603479;659;1075;Edolo Centrale ENEL;BS;Edolo
11383;Altezza Neve;4;cm;15/01/2005;;23/12/2011;5082095;559545;1084;1214;Oltre il Colle Acquedotto;BG;Oltre il Colle
11734;Velocità Vento;9;m/s;27/06/2001;;06/05/2024;5002165;538425;140;102;San Colombano al Lambro ;MI;San Colombano al Lambro
11735;Velocità Vento;9;m/s;15/05/2001;;06/05/2024;4961571;514194;500;106;Varzi Nivione;PV;Varzi
11736;Velocità Vento;9;m/s;29/01/2001;;06/05/2024;5113016;565691;307;107;Sondrio Fond.Fojanini;SO;Sondrio
11737;Velocità Vento;9;m/s;27/07/1994;;06/05/2024;5120370;532896;206;108;Samolaco v.Vignola;SO;Samolaco
11739;Velocità Vento;9;m/s;01/01/1999;;06/05/2024;4980052;638675;22;110;GONZAGA Palidano;MN;Gonzaga
11740;Velocità Vento;9;m/s;28/02/2003;;06/05/2024;5084512;538583;1234;111;Cassina Valsassina Moggio;LC;Cassina Valsassina
11741;Velocità Vento;9;m/s;29/09/2005;;06/05/2024;5018600;520938;88;114;Landriano Cascina Marianna;PV;Landriano
11742;Velocità Vento;9;m/s;01/01/1998;;06/05/2024;5113706;603479;659;1075;Edolo Centrale ENEL;BS;Edolo
11743;Velocità Vento;9;m/s;07/09/2001;;06/05/2024;5079768;549604;622;119;San Giovanni Bianco Cornalita;BG;San Giovanni Bianco
11745;Velocità Vento;9;m/s;01/07/2002;;06/05/2024;5060979;524066;360;127;Casatenovo tetto;LC;Casatenovo
11746;Velocità Vento;9;m/s;16/01/2003;;06/05/2024;5097875;603903;362;129;Capo di Ponte v.Briscioli;BS;Capo di Ponte
11747;Velocità Vento;9;m/s;19/05/1993;;06/05/2024;5056541;551321;211;132;Bergamo v.Stezzano;BG;Bergamo
11748;Velocità Vento;9;m/s;03/05/1998;;06/05/2024;5031658;581271;93;134;Corzano Bargnano;BS;Corzano
11749;Velocità Vento;9;m/s;14/05/1994;;06/05/2024;5003424;582100;44;136;Persico Dosimo ;CR;Persico Dosimo
